Datafile,Gene,chr,No,Region,Ingroup,Outgroup,n,Sites,NetSites,S,Eta,Hap,Hd,VarHd,Pi,VarPi,AvNumDif,ThetaNuc,ThetaG,ZnS,G+Cn,G+Gc,G+Ctot,TajimaD,SigD,FuLiD*,SigD,FuLiF*,SigF,FuFs
evm.TU.Chr4.292,rna-CPHLJ_4g2190,Chr4,1571,       1-1614,23,0,23,1614,1614,2,2,3,0.68,0.00187,0.000524,n.d.,0.8458,0.000336,0.5419,n.a.,0.2875,0,0.2875,1.2514,n.s.,0.8437,n.s.,1.0993,n.s.,0.968
evm.TU.Chr4.293,rna-CPHLJ_4g2180,Chr4,1572,       1-3390,23,0,23,3390,3390,4,4,5,0.783,0.00194,0.000401,n.d.,1.3597,0.00032,1.0838,0.1846,0.2774,0,0.2774,0.7052,n.s.,1.0898,n.s.,1.1338,n.s.,-0.143
evm.TU.Chr4.294,rna-CPHLJ_4g2170,Chr4,1573,       1-2268,23,0,23,2268,2268,2,2,3,0.688,0.00133,0.000387,n.d.,0.8775,0.000239,0.5419,n.a.,0.2835,0,0.2835,1.3816,n.s.,0.8437,n.s.,1.1404,n.s.,1.052
evm.TU.Chr4.295,rna-CPHLJ_4g2160,Chr4,1574,       1-1000,23,0,23,1000,1000,1,1,2,0.166,0.00952,0.000166,n.d.,0.166,0.000271,0.2709,n.a.,0.3331,0,0.3331,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr4.296,rna-CPHLJ_4g2150,Chr4,1575,       1-2115,23,0,23,2115,2115,2,2,3,0.609,0.00578,0.000333,n.d.,0.7036,0.000256,0.5419,n.a.,0.3052,0,0.3052,0.6656,n.s.,0.8437,n.s.,0.9144,n.s.,0.567
evm.TU.Chr4.297,rna-CPHLJ_4g2140,Chr4,1576,       1-1131,23,0,23,1131,1131,3,3,4,0.759,0.00156,0.001027,n.d.,1.1621,0.000719,0.8128,0.18,0.3314,0,0.3314,1.0954,n.s.,0.9855,n.s.,1.1718,n.s.,0.502
evm.TU.Chr4.298,rna-CPHLJ_4g2130,Chr4,1577,       1-1026,23,0,23,1026,1026,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3246,0,0.3246,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.299,rna-CPHLJ_4g2120,Chr4,1578,       1-1467,23,0,23,1467,1467,1,1,2,0.403,0.00826,0.000275,n.d.,0.4032,0.000185,0.2709,n.a.,0.3408,0,0.3408,0.8343,n.s.,0.6287,n.s.,0.7843,n.s.,1.088
evm.TU.Chr4.300,rna-CPHLJ_4g2110,Chr4,1579,       1-1908,23,0,23,1908,1908,2,2,3,0.577,0.00473,0.000356,n.d.,0.6798,0.000284,0.5419,n.a.,0.3414,0,0.3414,0.568,n.s.,0.8437,n.s.,0.8835,n.s.,0.496
evm.TU.Chr4.301,rna-CPHLJ_4g2105,Chr4,1580,        1-766,23,0,23,766,766,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.2924,0,0.2924,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.302,rna-CPHLJ_4g2100,Chr4,1581,       1-1371,23,0,23,1371,1371,1,1,2,0.166,0.00952,0.000121,n.d.,0.166,0.000198,0.2709,n.a.,0.334,0,0.334,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr4.303,rna-CPHLJ_4g2090,Chr4,1582,       1-1731,23,0,23,1731,1731,2,2,3,0.577,0.00473,0.000393,n.d.,0.6798,0.000313,0.5419,n.a.,0.3429,0,0.3429,0.568,n.s.,0.8437,n.s.,0.8835,n.s.,0.496
evm.TU.Chr4.304,rna-CPHLJ_4g2080,Chr4,1583,       1-1017,23,0,23,1017,1017,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3078,0,0.3078,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.305,rna-CPHLJ_4g2051,Chr4,1584,       1-2603,23,0,23,2603,2603,2,2,3,0.316,0.01386,0.000128,n.d.,0.332,0.000208,0.5419,n.a.,0.2781,0,0.2781,-0.864,n.s.,0.8437,n.s.,0.4315,n.s.,-0.872
evm.TU.Chr4.306,rna-CPHLJ_4g2040,Chr4,1585,       1-2908,23,0,23,2908,2908,2,2,3,0.522,0.00843,0.000196,n.d.,0.5692,0.000186,0.5419,n.a.,0.3335,0,0.3335,0.1123,n.s.,0.8437,n.s.,0.7397,n.s.,0.137
evm.TU.Chr4.307,rna-CPHLJ_4g2035,Chr4,1586,        1-356,23,0,23,356,356,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.323,0,0.323,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.308,rna-CPHLJ_4g2034,Chr4,1587,        1-964,23,0,23,964,964,2,2,3,0.316,0.01386,0.000344,n.d.,0.332,0.000562,0.5419,n.a.,0.2811,0,0.2811,-0.864,n.s.,0.8437,n.s.,0.4315,n.s.,-0.872
evm.TU.Chr4.309,rna-CPHLJ_4g2030,Chr4,1588,        1-543,23,0,23,543,543,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3738,0,0.3738,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.310,rna-CPHLJ_4g2020,Chr4,1589,       1-2186,23,0,23,2186,2186,2,2,3,0.522,0.00843,0.00026,n.d.,0.5692,0.000248,0.5419,n.a.,0.3247,0,0.3247,0.1123,n.s.,0.8437,n.s.,0.7397,n.s.,0.137
evm.TU.Chr4.311,rna-CPHLJ_4g2010,Chr4,1590,       1-1443,23,0,23,1443,1443,1,1,2,0.237,0.01098,0.000164,n.d.,0.2372,0.000188,0.2709,n.a.,0.3237,0,0.3237,-0.2132,n.s.,0.6287,n.s.,0.4613,n.s.,0.266
evm.TU.Chr4.312,rna-CPHLJ_4g2000,Chr4,1591,       1-1509,23,0,23,1509,1509,3,3,5,0.704,0.00398,0.000781,n.d.,1.1779,0.000539,0.8128,0.2246,0.3134,0,0.3134,1.145,n.s.,0.9855,n.s.,1.1878,n.s.,-0.516
evm.TU.Chr4.313,rna-CPHLJ_4g1990,Chr4,1592,       1-1449,23,0,23,1449,1449,3,3,3,0.577,0.00473,0.000556,n.d.,0.8063,0.000561,0.8128,0.3672,0.304,0,0.304,-0.0204,n.s.,0.9855,n.s.,0.8131,n.s.,0.861
evm.TU.Chr4.314,rna-CPHLJ_4g1980,Chr4,1593,       1-1041,23,0,23,1041,1041,2,2,3,0.316,0.01386,0.000448,n.d.,0.4664,0.000521,0.5419,n.a.,0.311,0,0.311,-0.3108,n.s.,0.8437,n.s.,0.6062,n.s.,-0.247
evm.TU.Chr4.315,rna-CPHLJ_4g1970,Chr4,1594,        1-778,23,0,23,778,778,6,6,3,0.569,0.00728,0.002896,n.d.,2.253,0.00209,1.6257,0.6843,0.3961,0,0.3961,1.1809,n.s.,1.2361,n.s.,1.414,n.s.,3.934
evm.TU.Chr4.316,rna-CPHLJ_4g1950,Chr4,1595,        1-726,23,0,23,726,726,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3554,0,0.3554,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.317,rna-CPHLJ_4g1940,Chr4,1596,        1-453,23,0,23,453,453,1,1,2,0.3,0.01095,0.000663,n.d.,0.3004,0.000598,0.2709,n.a.,0.4419,0,0.4419,0.1858,n.s.,0.6287,n.s.,0.5844,n.s.,0.612
evm.TU.Chr4.318,rna-CPHLJ_4g1930,Chr4,1597,       1-1074,23,0,23,1074,1074,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3333,0,0.3333,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.319,rna-CPHLJ_4g1920,Chr4,1598,       1-2259,23,0,23,2259,2259,1,1,2,0.166,0.00952,0.000073,n.d.,0.166,0.00012,0.2709,n.a.,0.3714,0,0.3714,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr4.320,rna-CPHLJ_4g1910,Chr4,1599,       1-1488,23,0,23,1488,1488,1,1,2,0.498,0.00285,0.000335,n.d.,0.498,0.000182,0.2709,n.a.,0.3001,0,0.3001,1.4329,n.s.,0.6287,n.s.,0.9688,n.s.,1.47
evm.TU.Chr4.321,rna-CPHLJ_4g1900,Chr4,1600,        1-624,23,0,23,624,624,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.2708,0,0.2708,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.322,rna-CPHLJ_4g1890,Chr4,1601,       1-2571,23,0,23,2571,2571,3,3,5,0.814,0.00114,0.000498,n.d.,1.2806,0.000316,0.8128,0.1044,0.3206,0,0.3206,1.4673,n.s.,0.9855,n.s.,1.2914,n.s.,-0.299
evm.TU.Chr4.323,rna-CPHLJ_4g1880,Chr4,1602,       1-3432,23,0,23,3432,3432,4,4,5,0.711,0.00535,0.000263,n.d.,0.9012,0.000316,1.0838,0.0213,0.3097,0,0.3097,-0.4667,n.s.,1.0898,n.s.,0.7514,n.s.,-1.207
evm.TU.Chr4.324,rna-CPHLJ_4g1870,Chr4,1603,        1-666,23,0,23,666,666,1,1,2,0.166,0.00952,0.000249,n.d.,0.166,0.000407,0.2709,n.a.,0.2987,0,0.2987,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr4.325,rna-CPHLJ_4g1860,Chr4,1604,       1-1758,23,0,23,1758,1758,1,1,2,0.498,0.00285,0.000283,n.d.,0.498,0.000154,0.2709,n.a.,0.2607,0,0.2607,1.4329,n.s.,0.6287,n.s.,0.9688,n.s.,1.47
evm.TU.Chr4.326,rna-CPHLJ_4g1850,Chr4,1605,       1-2034,23,0,23,2034,2034,2,2,3,0.648,0.00298,0.000381,n.d.,0.7747,0.000266,0.5419,n.a.,0.2823,0,0.2823,0.9585,n.s.,0.8437,n.s.,1.0068,n.s.,0.773
evm.TU.Chr4.327,rna-CPHLJ_4g1840,Chr4,1606,       1-2511,23,0,23,2511,2511,3,3,5,0.451,0.01467,0.000305,n.d.,0.7668,0.000324,0.8128,0.1923,0.3072,0,0.3072,-0.1444,n.s.,0.9855,n.s.,0.7732,n.s.,-1.63
evm.TU.Chr4.328,rna-CPHLJ_4g1830,Chr4,1607,        1-456,23,0,23,456,456,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3553,0,0.3553,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.329,rna-CPHLJ_4g1820,Chr4,1608,       1-1965,23,0,23,1965,1965,3,3,4,0.684,0.00435,0.000459,n.d.,0.9012,0.000414,0.8128,0.0863,0.2753,0,0.2753,0.2771,n.s.,0.9855,n.s.,0.9088,n.s.,-0.105
evm.TU.Chr4.330,rna-CPHLJ_4g1800,Chr4,1609,        1-760,23,0,23,760,760,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.2526,0,0.2526,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.331,0,Chr4,1610,        1-663,23,0,23,663,663,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.2474,0,0.2474,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.332,rna-CPHLJ_4g1790,Chr4,1611,        1-666,23,0,23,666,666,1,1,2,0.166,0.00952,0.000249,n.d.,0.166,0.000407,0.2709,n.a.,0.3002,0,0.3002,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr4.333,rna-CPHLJ_4g1780,Chr4,1612,       1-1359,23,0,23,1359,1359,1,1,2,0.166,0.00952,0.000122,n.d.,0.166,0.000199,0.2709,n.a.,0.3002,0,0.3002,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr4.334,rna-CPHLJ_4g1770,Chr4,1613,        1-693,23,0,23,693,693,3,3,3,0.597,0.00542,0.002122,n.d.,1.4704,0.001173,0.8128,0.7125,0.3646,0,0.3646,2.0624,*   ,0.9855,n.s.,1.4827,#   ,2.415
evm.TU.Chr4.335,"rna-CPHLJ_4g1750, rna-CPHLJ_4g1760",Chr4,1614,       1-2449,23,0,23,2449,2448,1,1,2,0.237,0.01098,0.000097,n.d.,0.2372,0.000111,0.2709,n.a.,0.286,0,0.286,-0.2132,n.s.,0.6287,n.s.,0.4613,n.s.,0.266
evm.TU.Chr4.336,rna-CPHLJ_4g1740,Chr4,1615,       1-3135,23,0,23,3135,3133,1,1,2,0.443,0.00635,0.000141,n.d.,0.4427,0.000086,0.2709,n.a.,0.258,0,0.258,1.0837,n.s.,0.6287,n.s.,0.8612,n.s.,1.253
evm.TU.Chr4.337,#N/A,Chr4,1616,       1-2637,23,0,23,2637,2636,3,3,5,0.565,0.0126,0.000405,n.d.,1.0672,0.000308,0.8128,0.116,0.3113,0,0.3113,0.7978,n.s.,0.9855,n.s.,1.0762,n.s.,-0.77
evm.TU.Chr4.338,rna-CPHLJ_4g1720,Chr4,1617,       1-1035,23,0,23,1035,1035,1,1,2,0.237,0.01098,0.000229,n.d.,0.2372,0.000262,0.2709,n.a.,0.2861,0,0.2861,-0.2132,n.s.,0.6287,n.s.,0.4613,n.s.,0.266
evm.TU.Chr4.339,rna-CPHLJ_4g1710,Chr4,1618,       1-4245,23,0,23,4245,4245,5,5,6,0.791,0.00296,0.000317,n.d.,1.3439,0.000319,1.3547,0.088,0.2699,0,0.2699,-0.0235,n.s.,1.1708,n.s.,0.9607,n.s.,-1.16
evm.TU.Chr4.340,rna-CPHLJ_4g1700,Chr4,1619,       1-2169,23,0,23,2169,2169,4,4,5,0.557,0.01185,0.000569,n.d.,1.2332,0.0005,1.0838,0.3646,0.3466,0,0.3466,0.3819,n.s.,1.0898,n.s.,1.0283,n.s.,-0.397
evm.TU.Chr4.341,rna-CPHLJ_4g1690,Chr4,1620,       1-4419,23,0,23,4419,4419,7,7,7,0.81,0.00284,0.000519,n.d.,2.2925,0.000429,1.8966,0.1813,0.2979,0,0.2979,0.6599,n.s.,1.2901,#   ,1.2847,n.s.,-0.507
evm.TU.Chr4.342,rna-CPHLJ_4g1680,Chr4,1621,       1-1026,23,0,23,1026,1026,2,2,2,0.166,0.00952,0.000324,n.d.,0.332,0.000528,0.5419,n.a.,0.3196,0,0.3196,-0.864,n.s.,0.8437,n.s.,0.4315,n.s.,0.768
evm.TU.Chr4.343,rna-CPHLJ_4g1670,Chr4,1622,        1-708,23,0,23,708,708,3,3,3,0.601,0.00285,0.001206,n.d.,0.8538,0.001148,0.8128,0.3915,0.4767,0,0.4767,0.1284,n.s.,0.9855,n.s.,0.8609,n.s.,0.989
evm.TU.Chr4.344,rna-CPHLJ_4g1660,Chr4,1623,        1-376,23,0,23,376,376,1,1,2,0.443,0.00635,0.001177,n.d.,0.4427,0.000721,0.2709,n.a.,0.321,0,0.321,1.0837,n.s.,0.6287,n.s.,0.8612,n.s.,1.253
evm.TU.Chr4.345,rna-CPHLJ_4g1650,Chr4,1624,        1-574,23,0,23,574,574,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3467,0,0.3467,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.346,rna-CPHLJ_4g1640,Chr4,1625,       1-1686,23,0,23,1686,1686,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3203,0,0.3203,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.347,rna-CPHLJ_4g1630,Chr4,1626,        1-549,23,0,23,549,549,1,1,2,0.166,0.00952,0.000302,n.d.,0.166,0.000494,0.2709,n.a.,0.2931,0,0.2931,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr4.348,rna-CPHLJ_4g1620,Chr4,1627,       1-1212,23,0,23,1212,1212,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3193,0,0.3193,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.349,rna-CPHLJ_4g1610,Chr4,1628,       1-1512,23,0,23,1512,1512,3,3,4,0.577,0.00817,0.00058,n.d.,0.8775,0.000538,0.8128,0.2936,0.2941,0,0.2941,0.2028,n.s.,0.9855,n.s.,0.8849,n.s.,-0.166
evm.TU.Chr4.350,rna-CPHLJ_4g1600,Chr4,1629,       1-3903,23,0,23,3903,3903,10,10,8,0.85,0.00181,0.00095,n.d.,3.7075,0.000694,2.7094,0.2929,0.29,0,0.29,1.2421,n.s.,1.4081,*   ,1.5806,#   ,0.172
evm.TU.Chr4.351,#N/A,Chr4,1630,       1-7050,23,0,23,7050,7050,9,9,10,0.87,0.00214,0.000429,n.d.,3.0277,0.000346,2.4385,0.1135,0.4189,0,0.4189,0.8005,n.s.,1.3744,*   ,1.4017,n.s.,-2.206
evm.TU.Chr4.352,rna-CPHLJ_4g1580,Chr4,1631,       1-2877,23,0,23,2877,2877,5,5,5,0.514,0.01429,0.000426,n.d.,1.2253,0.000471,1.3547,0.3051,0.3276,0,0.3276,-0.2803,n.s.,1.1708,n.s.,0.876,n.s.,-0.414
evm.TU.Chr4.353,rna-CPHLJ_4g1570,Chr4,1632,       1-1143,23,0,23,1143,1143,2,2,3,0.522,0.00843,0.00056,n.d.,0.6403,0.000474,0.5419,n.a.,0.3156,0,0.3156,0.4052,n.s.,0.8437,n.s.,0.8322,n.s.,0.372
evm.TU.Chr4.354,rna-CPHLJ_4g1560,Chr4,1633,        1-735,23,0,23,735,735,1,1,2,0.166,0.00952,0.000226,n.d.,0.166,0.000369,0.2709,n.a.,0.3359,0,0.3359,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr4.355,rna-CPHLJ_3g1310,Chr4,1634,        1-978,23,0,23,978,978,2,2,3,0.593,0.00349,0.000703,n.d.,0.6877,0.000554,0.5419,n.a.,0.3411,0,0.3411,0.6005,n.s.,0.8437,n.s.,0.8938,n.s.,0.52
evm.TU.Chr4.356,rna-CPHLJ_3g1300,Chr4,1635,        1-504,23,0,23,504,504,1,1,2,0.166,0.00952,0.000329,n.d.,0.166,0.000538,0.2709,n.a.,0.401,0,0.401,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr4.357,rna-CPHLJ_3g1290,Chr4,1636,        1-765,23,0,23,765,765,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.4157,0,0.4157,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.358,rna-CPHLJ_3g1280,Chr4,1637,       1-2040,23,0,23,2040,2040,3,3,5,0.628,0.0076,0.000515,n.d.,1.0514,0.000398,0.8128,0.2383,0.2879,0,0.2879,0.7482,n.s.,0.9855,n.s.,1.0602,n.s.,-0.808
evm.TU.Chr4.359,#N/A,Chr4,1638,        1-615,23,0,23,615,615,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3528,0,0.3528,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.360,rna-CPHLJ_3g1260,Chr4,1639,        1-933,23,0,23,933,933,2,2,2,0.166,0.00952,0.000356,n.d.,0.332,0.000581,0.5419,n.a.,0.3076,0,0.3076,-0.864,n.s.,0.8437,n.s.,0.4315,n.s.,0.768
evm.TU.Chr4.361,rna-CPHLJ_3g1250,Chr4,1640,       1-1209,23,0,23,1209,1208,3,3,3,0.316,0.01386,0.000412,n.d.,0.498,0.000673,0.8128,0.3394,0.3271,0,0.3271,-0.9874,n.s.,0.9855,n.s.,0.5022,n.s.,-0.122
evm.TU.Chr4.362,rna-CPHLJ_3g1240,Chr4,1641,       1-1512,23,0,23,1512,1512,4,4,6,0.751,0.00456,0.0008,n.d.,1.2095,0.000717,1.0838,0.1039,0.2725,0,0.2725,0.3213,n.s.,1.0898,n.s.,1.0085,n.s.,-1.465
evm.TU.Chr4.363,rna-CPHLJ_3g1230,Chr4,1642,       1-1158,23,0,23,1158,1158,1,1,2,0.403,0.00826,0.000348,n.d.,0.4032,0.000234,0.2709,n.a.,0.3677,0,0.3677,0.8343,n.s.,0.6287,n.s.,0.7843,n.s.,1.088
evm.TU.Chr4.364,rna-CPHLJ_3g1220,Chr4,1643,        1-873,23,0,23,873,873,1,1,2,0.166,0.00952,0.00019,n.d.,0.166,0.00031,0.2709,n.a.,0.3575,0,0.3575,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr4.365,rna-CPHLJ_3g1210,Chr4,1644,       1-1413,23,0,23,1413,1413,2,2,3,0.553,0.00643,0.000431,n.d.,0.6087,0.000384,0.5419,n.a.,0.3166,0,0.3166,0.2751,n.s.,0.8437,n.s.,0.7911,n.s.,0.27
evm.TU.Chr4.366,rna-CPHLJ_3g1200,Chr4,1645,        1-330,23,0,23,330,330,1,1,2,0.166,0.00952,0.000503,n.d.,0.166,0.000821,0.2709,n.a.,0.3063,0,0.3063,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr4.367,rna-CPHLJ_3g1180,Chr4,1646,      1-18933,23,0,23,18933,18933,31,31,12,0.909,0.00162,0.000524,n.d.,9.9289,0.000444,8.3992,0.1233,0.3203,0,0.3203,0.6942,n.s.,1.6858,**  ,1.6162,*   ,0.551
evm.TU.Chr4.368,0,Chr4,1647,       1-1083,23,0,23,1083,1083,4,4,6,0.798,0.00207,0.001474,n.d.,1.5968,0.001001,1.0838,0.2228,0.2951,0,0.2951,1.3114,n.s.,1.0898,n.s.,1.3315,n.s.,-0.669
evm.TU.Chr4.369,0,Chr4,1648,       1-1326,23,0,23,1326,1326,24,24,11,0.905,0.00155,0.005014,n.d.,6.6482,0.004904,6.5026,0.1811,0.2962,0,0.2962,0.0837,n.s.,1.6372,**  ,1.3605,n.s.,-0.139
evm.TU.Chr4.370,rna-CPHLJ_3g1130,Chr4,1649,        1-681,23,0,23,681,681,1,1,2,0.522,0.00107,0.000766,n.d.,0.5217,0.000398,0.2709,n.a.,0.2798,0,0.2798,1.5826,n.s.,0.6287,n.s.,1.0149,n.s.,1.559
evm.TU.Chr4.371,rna-CPHLJ_3g1120,Chr4,1650,       1-1713,23,0,23,1713,1713,4,4,4,0.704,0.00267,0.000964,n.d.,1.6522,0.000633,1.0838,0.5028,0.2886,0,0.2886,1.4528,n.s.,1.0898,n.s.,1.3776,n.s.,1.435
evm.TU.Chr4.372,rna-CPHLJ_3g1110,Chr4,1651,      1-10899,23,0,23,10899,10899,24,24,12,0.909,0.00162,0.000693,n.d.,7.5494,0.000597,6.5026,0.1829,0.2686,0,0.2686,0.6021,n.s.,1.6372,**  ,1.5449,#   ,-0.424
evm.TU.Chr4.373,0,Chr4,1652,        1-933,23,0,23,933,933,2,2,4,0.64,0.00342,0.000813,n.d.,0.7589,0.000581,0.5419,n.a.,0.29,0,0.29,0.8934,n.s.,0.8437,n.s.,0.9863,n.s.,-0.498
evm.TU.Chr4.374,rna-CPHLJ_3g1090,Chr4,1653,       1-1257,23,0,23,1257,1257,7,7,4,0.249,0.01357,0.000924,n.d.,1.1621,0.001509,1.8966,0.7728,0.3349,0,0.3349,-1.2244,n.s.,1.2901,#   ,0.6512,n.s.,0.502
evm.TU.Chr4.375,rna-CPHLJ_3g1071,Chr4,1654,        1-923,23,0,23,923,923,3,3,4,0.628,0.00711,0.001422,n.d.,1.3123,0.000881,0.8128,0.479,0.2789,0,0.2789,1.5665,n.s.,0.9855,n.s.,1.3233,n.s.,0.809
evm.TU.Chr4.376,rna-CPHLJ_3g1060,Chr4,1655,        1-570,23,0,23,570,570,2,2,3,0.577,0.00473,0.001123,n.d.,0.6403,0.000951,0.5419,n.a.,0.3218,0,0.3218,0.4052,n.s.,0.8437,n.s.,0.8322,n.s.,0.372
evm.TU.Chr4.377,rna-CPHLJ_3g1050,Chr4,1656,       1-4071,23,0,23,4071,4070,9,9,8,0.885,0.00135,0.000717,n.d.,2.917,0.000599,2.4385,0.1535,0.2976,0,0.2976,0.6502,n.s.,1.3744,*   ,1.3504,n.s.,-0.598
evm.TU.Chr4.378,0,Chr4,1657,        1-312,23,0,23,312,312,1,1,2,0.3,0.01095,0.000963,n.d.,0.3004,0.000868,0.2709,n.a.,0.2559,0,0.2559,0.1858,n.s.,0.6287,n.s.,0.5844,n.s.,0.612
evm.TU.Chr4.379,rna-CPHLJ_3g1030,Chr4,1658,       1-1467,23,0,23,1467,1467,3,3,5,0.711,0.00535,0.000711,n.d.,1.0435,0.000554,0.8128,0.107,0.3306,0,0.3306,0.7234,n.s.,0.9855,n.s.,1.0523,n.s.,-0.828
evm.TU.Chr4.380,rna-CPHLJ_3g1020,Chr4,1659,       1-3483,23,0,23,3483,3483,10,10,12,0.893,0.00195,0.000822,n.d.,2.8617,0.000778,2.7094,0.085,0.3252,0,0.3252,0.1894,n.s.,1.4081,*   ,1.22,n.s.,-4.662
evm.TU.Chr4.381,rna-CPHLJ_3g1010,Chr4,1660,        1-681,23,0,23,681,681,2,2,3,0.688,0.00133,0.001323,n.d.,0.9012,0.000796,0.5419,n.a.,0.2888,0,0.2888,1.4793,n.s.,0.8437,n.s.,1.1712,n.s.,1.114
evm.TU.Chr4.382,rna-CPHLJ_3g1000,Chr4,1661,        1-528,23,0,23,528,528,1,1,2,0.498,0.00285,0.000943,n.d.,0.498,0.000513,0.2709,n.a.,0.3265,0,0.3265,1.4329,n.s.,0.6287,n.s.,0.9688,n.s.,1.47
evm.TU.Chr4.383,rna-CPHLJ_3g990,Chr4,1662,        1-420,23,0,23,420,420,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3786,0,0.3786,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.384,rna-CPHLJ_3g980,Chr4,1663,        1-952,23,0,23,952,952,1,1,2,0.443,0.00635,0.000465,n.d.,0.4427,0.000285,0.2709,n.a.,0.3302,0,0.3302,1.0837,n.s.,0.6287,n.s.,0.8612,n.s.,1.253
evm.TU.Chr4.385,rna-CPHLJ_3g970,Chr4,1664,        1-459,23,0,23,459,459,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3747,0,0.3747,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.386,rna-CPHLJ_3g960,Chr4,1665,        1-528,23,0,23,528,528,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.2841,0,0.2841,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.387,rna-CPHLJ_3g950,Chr4,1666,       1-2118,23,0,23,2118,2118,3,3,5,0.672,0.00647,0.000556,n.d.,1.1779,0.000384,0.8128,0.2705,0.2917,0,0.2917,1.145,n.s.,0.9855,n.s.,1.1878,n.s.,-0.516
evm.TU.Chr4.388,rna-CPHLJ_3g940,Chr4,1667,        1-639,23,0,23,639,639,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.2817,0,0.2817,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr4.389,rna-CPHLJ_3g930,Chr4,1668,        1-504,23,0,23,504,504,1,1,2,0.3,0.01095,0.000596,n.d.,0.3004,0.000538,0.2709,n.a.,0.3198,0,0.3198,0.1858,n.s.,0.6287,n.s.,0.5844,n.s.,0.612
